release_year,duration_int,rating_encoded,country_encoded,genre_encoded,length_encoded,type_encoded
2020,97.0,11,80,0,1,0
2020,94.0,6,80,12,1,0
2020,1.0,11,79,3,2,1
2020,1.0,11,30,16,2,1
2020,107.0,11,67,0,1,0
2020,97.0,11,70,15,1,0
2020,3.0,9,37,2,2,1
1998,103.0,11,80,7,1,0
2020,88.0,11,74,13,1,0
2016,111.0,7,80,12,1,0
2020,1.0,11,14,16,2,1
2019,94.0,11,80,12,1,0
2020,33.0,11,80,10,2,0
2020,1.0,11,80,21,2,1
2020,107.0,7,79,10,1,0
2020,1.0,13,80,17,2,1
2020,2.0,11,80,31,2,1
2016,110.0,7,80,12,1,0
2019,1.0,11,81,3,2,1
2013,1.0,10,50,16,2,1
2020,98.0,9,30,12,1,0
2020,81.0,11,45,13,1,0
2020,1.0,11,80,30,2,1
2020,3.0,9,11,16,2,1
2020,104.0,12,80,0,1,0
2020,1.0,11,68,16,2,1
2020,17.0,12,80,10,2,0
2019,121.0,11,19,7,0,0
2020,100.0,9,1,12,1,0
2020,1.0,9,80,21,2,1
2020,1.0,9,80,11,2,1
2020,70.0,14,81,4,1,0
2019,97.0,8,80,7,1,0
2017,75.0,12,50,7,1,0
2020,102.0,12,31,7,1,0
2020,2.0,14,80,17,2,1
2018,88.0,12,31,10,1,0
2012,158.0,7,79,12,0,0
2014,102.0,7,80,0,1,0
2020,2.0,11,68,8,2,1
2016,1.0,12,81,16,2,1
2020,5.0,11,18,16,2,1
2014,2.0,9,61,16,2,1
2009,203.0,12,30,7,0,0
2020,4.0,11,7,16,2,1
2020,59.0,10,81,10,2,0
2020,92.0,14,11,4,1,0
2018,104.0,11,80,12,1,0
2020,72.0,13,79,4,1,0
2020,113.0,8,80,0,1,0
2020,1.0,11,80,8,2,1
2020,1.0,11,14,8,2,1
2014,4.0,14,80,17,2,1
2018,1.0,14,37,2,2,1
2019,93.0,11,21,7,1,0
2016,119.0,8,79,12,1,0
2012,105.0,11,80,12,1,0
2020,1.0,11,80,21,2,1
2020,113.0,9,30,0,1,0
2014,93.0,6,80,4,1,0
2020,44.0,11,80,27,2,0
2020,1.0,10,80,17,2,1
2019,2.0,11,37,16,2,1
2020,110.0,7,80,12,1,0
2018,113.0,9,81,12,1,0
2016,1.0,9,50,16,2,1
2020,90.0,8,80,13,1,0
2020,82.0,11,23,7,1,0
2020,3.0,11,70,8,2,1
2020,3.0,11,81,21,2,1
2020,1.0,12,23,16,2,1
2018,69.0,9,80,10,1,0
2020,46.0,13,80,4,2,0
2020,1.0,12,80,11,2,1
2020,1.0,14,80,17,2,1
2020,1.0,13,80,17,2,1
2020,94.0,9,80,7,1,0
2016,5.0,14,11,17,2,1
2020,72.0,12,82,10,1,0
2020,3.0,11,18,16,2,1
2020,95.0,9,21,10,1,0
2019,101.0,9,81,15,1,0
2020,1.0,9,80,8,2,1
2020,21.0,13,81,4,2,0
2020,71.0,10,80,4,1,0
2020,1.0,12,7,11,2,1
2020,64.0,11,80,27,1,0
2020,1.0,11,80,11,2,1
2020,92.0,11,80,7,1,0
2017,80.0,8,80,7,1,0
2000,6.0,12,80,30,2,1
2020,1.0,10,11,17,2,1
2014,1.0,9,37,2,2,1
2020,104.0,8,80,0,1,0
2020,25.0,13,11,4,2,0
2018,1.0,10,11,17,2,1
2017,111.0,8,76,12,1,0
2008,1.0,9,37,2,2,1
2020,2.0,13,80,17,2,1
2020,72.0,11,81,27,1,0
2018,99.0,8,11,18,1,0
2020,1.0,12,79,3,2,1
2020,83.0,13,23,4,1,0
2020,150.0,11,30,12,0,0
2020,108.0,11,67,7,1,0
2020,44.0,10,80,4,2,0
2020,3.0,12,80,21,2,1
2020,2.0,9,80,29,2,1
2017,102.0,11,54,12,1,0
2020,1.0,14,80,2,2,1
2020,137.0,11,30,7,0,0
2020,1.0,11,81,16,2,1
2016,112.0,11,50,7,1,0
2019,102.0,11,46,12,1,0
2020,103.0,11,7,12,1,0
2020,136.0,11,56,12,0,0
2020,41.0,12,80,10,2,0
2019,88.0,11,80,10,1,0
2020,5.0,11,80,11,2,1
2020,84.0,11,80,7,1,0
2019,10.0,11,80,30,2,1
2020,114.0,9,30,7,1,0
2020,110.0,9,13,0,1,0
2016,103.0,11,30,12,1,0
2020,106.0,14,13,4,1,0
2020,46.0,13,80,4,2,0
2019,115.0,11,50,12,1,0
2020,140.0,11,70,15,0,0
2020,124.0,11,37,12,0,0
2020,1.0,10,70,16,2,1
2020,133.0,9,79,7,0,0
2015,1.0,9,80,11,2,1
2020,91.0,14,68,4,1,0
2019,30.0,12,67,12,2,0
2020,1.0,11,80,8,2,1
2020,3.0,11,51,16,2,1
2019,67.0,11,80,10,1,0
2019,105.0,11,27,0,1,0
2020,58.0,11,79,27,2,0
2020,1.0,12,81,11,2,1
2017,1.0,11,79,3,2,1
2018,87.0,9,21,12,1,0
2019,1.0,13,21,17,2,1
2018,1.0,11,2,21,2,1
2020,1.0,11,79,29,2,1
2020,100.0,8,80,10,1,0
2020,2.0,9,80,8,2,1
2020,1.0,11,7,16,2,1
2019,95.0,11,50,7,1,0
2020,90.0,9,80,35,1,0
2018,102.0,11,21,7,1,0
2019,98.0,9,50,12,1,0
2020,1.0,11,45,8,2,1
2020,68.0,14,81,4,1,0
2020,1.0,11,80,21,2,1
2016,2.0,13,5,3,2,1
2018,104.0,9,50,12,1,0
2020,89.0,11,35,7,1,0
2020,1.0,11,80,11,2,1
2020,62.0,11,2,27,1,0
2020,86.0,11,21,10,1,0
2016,104.0,11,67,12,1,0
2020,1.0,9,7,16,2,1
2020,1.0,12,80,11,2,1
2018,101.0,9,19,7,1,0
2020,17.0,9,80,10,2,0
2020,1.0,14,80,17,2,1
2020,126.0,8,80,0,0,0
2019,1.0,11,6,8,2,1
2019,120.0,10,81,7,0,0
2020,1.0,11,37,2,2,1
2020,4.0,11,76,16,2,1
2020,1.0,9,68,16,2,1
2018,89.0,8,49,10,1,0
2020,96.0,9,80,10,1,0
2020,1.0,11,2,16,2,1
2018,91.0,8,80,7,1,0
2012,86.0,6,80,4,1,0
2020,67.0,11,81,27,1,0
2019,89.0,11,80,10,1,0
2020,65.0,11,81,15,1,0
2012,151.0,9,30,7,0,0
2011,116.0,9,30,0,1,0
2012,110.0,9,30,12,1,0
2013,123.0,11,30,12,0,0
2013,139.0,9,30,0,0,0
2016,95.0,11,30,12,1,0
2013,121.0,9,30,7,0,0
2015,127.0,12,30,7,0,0
2015,162.0,9,30,12,0,0
2015,128.0,9,30,0,0,0
2014,112.0,9,30,0,1,0
2020,1.0,11,75,16,2,1
2013,125.0,11,30,12,0,0
2013,128.0,9,30,12,0,0
2014,120.0,12,30,12,0,0
2011,86.0,11,30,12,1,0
2014,107.0,11,30,7,1,0
2012,129.0,12,30,7,0,0
2014,135.0,9,30,7,0,0
2019,97.0,11,80,12,1,0
2019,125.0,9,30,12,0,0
2012,162.0,9,30,0,0,0
2015,136.0,11,30,7,0,0
2014,138.0,11,30,7,0,0
2011,126.0,11,30,0,0,0
2013,137.0,12,30,12,0,0
2011,114.0,9,30,7,1,0
2013,96.0,9,30,7,1,0
2020,2.0,14,30,17,2,1
2019,6.0,11,70,16,2,1
2020,107.0,11,80,7,1,0
2020,89.0,11,31,12,1,0
2017,94.0,7,72,10,1,0
2020,1.0,11,37,16,2,1
2020,1.0,12,80,21,2,1
2020,1.0,10,80,17,2,1
2019,148.0,11,24,7,0,0
1993,1.0,10,80,21,2,1
2020,82.0,11,7,27,1,0
2020,1.0,11,80,29,2,1
2019,95.0,9,35,10,1,0
2019,1.0,11,79,3,2,1
2016,1.0,11,74,16,2,1
2019,1.0,13,80,17,2,1
2020,120.0,11,70,12,0,0
2015,115.0,11,76,0,1,0
2019,107.0,11,11,10,1,0
1999,105.0,8,80,35,1,0
2014,134.0,11,76,7,0,0
2020,1.0,9,80,21,2,1
2007,128.0,7,79,0,0,0
2019,103.0,11,80,7,1,0
2019,96.0,9,70,10,1,0
1990,114.0,8,80,0,1,0
2004,1.0,13,21,17,2,1
2020,102.0,11,35,7,1,0
2020,1.0,9,37,2,2,1
2020,52.0,11,80,27,2,0
2020,1.0,11,12,16,2,1
2011,86.0,9,79,0,1,0
2020,104.0,10,31,12,1,0
2019,76.0,11,50,10,1,0
2019,135.0,9,81,12,0,0
2020,3.0,11,23,8,2,1
2020,99.0,6,2,4,1,0
2020,1.0,11,14,16,2,1
2020,124.0,7,80,7,0,0
2020,1.0,11,80,11,2,1
2019,117.0,9,50,7,1,0
2016,107.0,11,55,12,1,0
2019,111.0,11,30,12,1,0
2019,116.0,9,81,12,1,0
2019,135.0,9,30,12,0,0
2020,1.0,10,68,16,2,1
2020,126.0,11,30,15,0,0
2015,164.0,9,30,0,0,0
2006,166.0,9,30,12,0,0
2020,104.0,7,80,10,1,0
2020,94.0,11,30,13,1,0
2020,1.0,12,79,3,2,1
2020,92.0,11,12,12,1,0
2020,52.0,11,80,27,2,0
2020,2.0,9,80,5,2,1
2020,112.0,9,30,12,1,0
2017,90.0,12,50,7,1,0
2020,1.0,11,68,16,2,1
2017,101.0,8,80,12,1,0
2019,84.0,11,50,12,1,0
2020,2.0,9,80,11,2,1
2020,112.0,11,30,7,1,0
1997,136.0,9,21,12,0,0
2020,108.0,11,80,10,1,0
2020,110.0,10,80,4,1,0
2020,1.0,12,80,21,2,1
2020,93.0,11,21,0,1,0
2020,2.0,11,7,16,2,1
2020,90.0,11,76,12,1,0
1994,130.0,9,19,12,0,0
2020,2.0,11,80,30,2,1
2020,128.0,11,21,12,0,0
2020,104.0,12,37,1,1,0
1979,131.0,11,19,6,0,0
1989,109.0,11,21,6,1,0
1982,129.0,11,19,6,0,0
1958,73.0,9,19,6,1,0
1956,104.0,9,19,6,1,0
2020,48.0,12,81,10,2,0
2019,114.0,9,55,7,1,0
2020,86.0,10,75,10,1,0
1963,194.0,11,19,0,0,0
2010,76.0,11,41,12,1,0
1954,116.0,9,19,6,1,0
1970,130.0,11,19,6,0,0
2014,85.0,6,11,4,1,0
2020,2.0,11,80,16,2,1
2018,108.0,8,79,7,1,0
2020,81.0,12,80,4,1,0
2012,76.0,9,50,12,1,0
2016,92.0,7,80,13,1,0
2015,2.0,12,80,21,2,1
2019,85.0,11,79,10,1,0
2013,85.0,6,1,4,1,0
2019,108.0,9,43,0,1,0
2019,120.0,11,50,12,0,0
2020,4.0,10,80,17,2,1
2020,117.0,9,30,12,1,0
2020,6.0,9,80,8,2,1
2020,100.0,9,31,12,1,0
2020,101.0,11,30,7,1,0
2020,156.0,8,80,0,0,0
2020,2.0,11,81,21,2,1
2020,4.0,11,80,30,2,1
2020,1.0,11,23,16,2,1
2020,55.0,11,80,27,2,0
2018,96.0,6,37,1,1,0
2002,4.0,9,37,2,2,1
2020,1.0,11,45,8,2,1
2020,1.0,11,56,8,2,1
2014,104.0,11,78,7,1,0
2008,101.0,9,61,7,1,0
2020,1.0,11,35,16,2,1
2020,5.0,9,80,29,2,1
2020,1.0,11,80,11,2,1
2009,113.0,8,80,7,1,0
2018,1.0,11,68,8,2,1
2020,1.0,11,7,16,2,1
2018,126.0,11,68,0,0,0
2017,98.0,7,80,12,1,0
2020,114.0,11,56,12,1,0
2020,132.0,9,30,15,0,0
2018,92.0,9,30,12,1,0
2018,4.0,11,80,8,2,1
2020,90.0,8,80,12,1,0
2020,4.0,11,80,8,2,1
2016,86.0,9,19,12,1,0
2014,103.0,7,80,7,1,0
2020,114.0,9,30,12,1,0
2019,115.0,11,50,7,1,0
2020,5.0,9,80,21,2,1
2019,15.0,9,80,5,2,1
2020,149.0,11,80,0,0,0
2010,96.0,11,81,12,1,0
2020,3.0,11,37,2,2,1
2017,102.0,9,76,12,1,0
2017,105.0,11,76,7,1,0
2007,114.0,11,19,7,1,0
2017,94.0,8,80,7,1,0
2020,83.0,10,80,4,1,0
2019,1.0,9,81,21,2,1
2008,106.0,9,19,7,1,0
2006,116.0,9,19,7,1,0
2006,109.0,9,19,7,1,0
2009,97.0,9,81,7,1,0
2012,100.0,11,19,7,1,0
2008,116.0,9,19,12,1,0
2004,111.0,9,19,0,1,0
2020,24.0,13,11,4,2,0
2006,95.0,12,61,7,1,0
2011,135.0,9,19,7,0,0
2019,95.0,11,19,13,1,0
1999,2.0,14,37,2,2,1
2020,92.0,9,30,7,1,0
2017,100.0,10,86,7,1,0
2016,1.0,11,68,16,2,1
2019,80.0,12,78,7,1,0
2018,1.0,11,37,2,2,1
2014,3.0,11,37,16,2,1
2018,98.0,6,37,0,1,0
2017,1.0,11,68,16,2,1
2017,1.0,11,68,16,2,1
2017,104.0,8,80,7,1,0
2016,98.0,9,79,12,1,0
2019,104.0,9,59,12,1,0
2018,99.0,12,78,7,1,0
2020,68.0,11,30,27,1,0
2020,1.0,11,80,30,2,1
1999,106.0,11,21,12,1,0
2018,2.0,11,33,30,2,1
2020,1.0,11,37,2,2,1
2014,71.0,9,78,7,1,0
2015,80.0,9,78,7,1,0
2020,116.0,11,1,12,1,0
2016,4.0,10,2,17,2,1
2019,112.0,11,45,12,1,0
2020,73.0,11,2,27,1,0
2019,110.0,9,13,0,1,0
2019,5.0,9,80,29,2,1
2019,135.0,8,80,12,0,0
2020,1.0,11,30,16,2,1
2019,3.0,9,80,31,2,1
2020,128.0,10,31,12,0,0
2020,93.0,10,31,12,1,0
2020,1.0,9,79,3,2,1
2019,149.0,11,50,13,0,0
2018,54.0,6,37,1,2,0
2020,87.0,8,80,0,1,0
2020,2.0,11,11,30,2,1
2018,102.0,10,31,12,1,0
1981,177.0,9,40,7,0,0
1996,204.0,9,81,7,0,0
1982,233.0,12,81,7,0,0
2019,98.0,9,12,7,1,0
2020,1.0,11,68,16,2,1
1979,237.0,9,19,7,0,0
1984,230.0,9,81,7,0,0
1985,173.0,9,81,7,0,0
1981,195.0,9,19,7,0,0
1973,253.0,9,19,7,0,0
1976,157.0,12,19,7,0,0
2010,97.0,11,11,12,1,0
2020,85.0,12,80,20,1,0
2020,1.0,9,81,11,2,1
2014,94.0,11,79,12,1,0
2010,80.0,9,80,12,1,0
2020,94.0,11,45,7,1,0
2020,1.0,9,14,16,2,1
2020,92.0,11,30,7,1,0
2006,105.0,12,19,7,1,0
2009,120.0,9,19,0,0,0
2012,96.0,9,19,7,1,0
2007,107.0,9,19,7,1,0
2008,93.0,12,19,7,1,0
2009,101.0,9,19,7,1,0
2020,1.0,11,80,28,2,1
2020,1.0,9,80,23,2,1
2006,110.0,9,19,7,1,0
2004,112.0,9,19,7,1,0
2012,93.0,6,61,12,1,0
2005,109.0,12,19,7,1,0
2019,105.0,9,50,12,1,0
2020,1.0,12,79,3,2,1
2020,6.0,11,80,28,2,1
2019,97.0,11,40,0,1,0
2009,1.0,9,68,16,2,1
2009,1.0,9,68,16,2,1
2007,3.0,14,80,5,2,1
2017,91.0,11,41,12,1,0
2019,88.0,11,70,7,1,0
2020,1.0,11,21,8,2,1
2019,6.0,12,80,31,2,1
2020,3.0,9,80,21,2,1
2014,1.0,11,37,2,2,1
2020,5.0,14,80,17,2,1
2020,1.0,11,75,8,2,1
2019,1.0,11,68,16,2,1
2015,2.0,13,2,17,2,1
2020,1.0,11,79,3,2,1
2018,109.0,9,31,12,1,0
2019,118.0,9,31,12,1,0
2018,109.0,10,78,4,1,0
2020,131.0,11,30,0,0,0
2017,91.0,9,81,12,1,0
2018,152.0,11,45,12,0,0
2018,67.0,9,50,15,1,0
2018,72.0,12,40,7,1,0
2012,83.0,9,30,10,1,0
2020,90.0,11,80,7,1,0
2019,106.0,9,78,12,1,0
2020,1.0,13,11,17,2,1
2020,190.0,9,80,7,0,0
2010,129.0,12,30,4,0,0
1994,160.0,9,30,0,0,0
2019,3.0,11,20,8,2,1
2020,86.0,11,80,10,1,0
2020,1.0,11,80,8,2,1
2020,92.0,8,80,12,1,0
2020,114.0,11,35,12,1,0
2020,2.0,11,80,30,2,1
2020,2.0,9,11,16,2,1
2020,1.0,11,79,16,2,1
2020,2.0,14,11,17,2,1
2016,90.0,9,78,15,1,0
2019,94.0,9,40,15,1,0
2020,2.0,11,13,16,2,1
2018,86.0,12,31,12,1,0
2020,89.0,6,80,10,1,0
2020,107.0,11,81,7,1,0
2020,61.0,12,80,27,1,0
2019,93.0,6,30,4,1,0
2020,81.0,10,7,4,1,0
2019,120.0,9,30,12,0,0
2020,1.0,11,1,16,2,1
2019,94.0,7,80,12,1,0
2020,91.0,9,14,7,1,0
2015,1.0,12,81,11,2,1
2020,1.0,12,81,21,2,1
2019,104.0,6,80,12,1,0
2013,76.0,9,80,27,1,0
2020,90.0,6,80,4,1,0
2020,103.0,8,80,12,1,0
2015,1.0,12,81,11,2,1
2009,1.0,9,80,11,2,1
2020,122.0,8,80,12,0,0
2018,97.0,11,80,10,1,0
2019,98.0,11,21,15,1,0
2020,42.0,13,80,4,2,0
2020,1.0,11,80,31,2,1
2013,90.0,11,80,10,1,0
2008,91.0,6,80,4,1,0
2019,4.0,13,60,17,2,1
2012,94.0,9,67,7,1,0
2019,3.0,11,35,16,2,1
2014,1.0,12,37,2,2,1
2020,107.0,11,30,15,1,0
2020,1.0,10,11,17,2,1
2020,143.0,11,30,13,0,0
2019,1.0,11,2,8,2,1
2020,105.0,7,80,7,1,0
2007,116.0,8,80,7,1,0
2020,23.0,13,81,4,2,0
2020,23.0,13,81,4,2,0
2020,23.0,13,81,4,2,0
2003,105.0,6,80,4,1,0
2020,97.0,9,80,35,1,0
2020,1.0,9,37,2,2,1
2019,7.0,11,80,8,2,1
2019,5.0,12,80,31,2,1
2020,105.0,9,7,7,1,0
2020,1.0,11,37,8,2,1
2020,1.0,11,74,8,2,1
2020,83.0,9,80,10,1,0
2016,109.0,12,76,12,1,0
2020,1.0,11,68,8,2,1
2019,111.0,9,50,7,1,0
2020,97.0,11,80,10,1,0
2020,1.0,10,79,3,2,1
2019,132.0,9,30,0,0,0
2017,2.0,11,67,16,2,1
2006,102.0,11,76,7,1,0
2016,107.0,11,76,0,1,0
2008,100.0,11,19,7,1,0
2011,115.0,9,76,7,1,0
2016,104.0,11,76,7,1,0
2017,110.0,11,35,12,1,0
2016,100.0,11,76,7,1,0
2010,111.0,11,81,7,1,0
2009,108.0,9,76,7,1,0
2005,104.0,9,76,0,1,0
2019,116.0,7,80,12,1,0
2012,106.0,9,19,0,1,0
2019,96.0,9,59,7,1,0
2020,140.0,11,30,12,0,0
2020,107.0,11,30,12,1,0
2020,1.0,12,80,11,2,1
2020,4.0,11,79,3,2,1
2020,138.0,9,30,0,0,0
2010,132.0,11,19,7,0,0
2017,1.0,9,68,16,2,1
2005,208.0,11,79,10,0,0
2006,105.0,9,19,7,1,0
2011,101.0,7,21,7,1,0
2010,124.0,9,19,0,0,0
2009,93.0,9,19,12,1,0
2008,110.0,9,19,12,1,0
2009,115.0,9,19,7,1,0
2019,1.0,9,81,16,2,1
2020,2.0,11,79,3,2,1
2011,1.0,12,81,17,2,1
2019,107.0,9,30,15,1,0
2020,1.0,11,76,16,2,1
2020,72.0,11,30,27,1,0
2020,1.0,9,37,2,2,1
2016,107.0,10,31,7,1,0
2019,95.0,9,31,7,1,0
2020,3.0,11,45,16,2,1
2019,180.0,9,31,12,0,0
2020,135.0,11,68,15,0,0
2020,1.0,12,80,11,2,1
2020,87.0,11,80,10,1,0
2018,94.0,11,56,15,1,0
2019,105.0,11,50,12,1,0
2019,93.0,11,70,15,1,0
2020,92.0,6,11,4,1,0
2020,1.0,9,79,3,2,1
2006,5.0,9,37,2,2,1
2020,1.0,11,80,30,2,1
2018,1.0,11,58,8,2,1
2020,1.0,11,80,21,2,1
2020,1.0,11,80,30,2,1
2020,144.0,9,30,7,0,0
2019,1.0,13,30,17,2,1
2020,1.0,9,68,8,2,1
2020,1.0,11,80,30,2,1
2018,101.0,11,76,7,1,0
2020,81.0,11,21,12,1,0
2020,2.0,11,45,8,2,1
2020,1.0,11,30,8,2,1
2020,95.0,11,23,12,1,0
2020,119.0,8,80,12,1,0
2019,121.0,11,70,15,0,0
2019,88.0,11,82,7,1,0
2020,2.0,11,21,16,2,1
2020,3.0,11,34,8,2,1
2016,106.0,7,80,7,1,0
2015,119.0,6,80,4,1,0
2020,63.0,11,7,27,1,0
2015,82.0,8,80,7,1,0
2019,95.0,10,76,4,1,0
2018,93.0,9,55,12,1,0
2019,120.0,12,30,7,0,0
2020,1.0,11,80,8,2,1
2020,147.0,11,30,12,0,0
2020,55.0,11,80,27,2,0
2018,107.0,9,50,12,1,0
2018,92.0,9,50,7,1,0
2019,85.0,9,80,10,1,0
2019,98.0,11,11,0,1,0
2020,1.0,11,80,30,2,1
2020,92.0,11,80,10,1,0
2020,101.0,11,79,7,1,0
2019,112.0,11,21,7,1,0
2020,103.0,10,80,4,1,0
2019,1.0,11,35,8,2,1
2020,91.0,6,80,12,1,0
2019,2.0,9,37,2,2,1
2020,1.0,11,81,16,2,1
2019,96.0,11,55,7,1,0
2010,104.0,6,80,0,1,0
2017,66.0,11,80,27,1,0
2019,83.0,11,80,12,1,0
2017,111.0,8,80,12,1,0
2019,90.0,11,80,13,1,0
2017,121.0,8,33,12,0,0
2019,121.0,8,80,0,0,0
2013,2.0,11,12,16,2,1
2020,88.0,11,80,0,1,0
2019,2.0,9,80,31,2,1
2020,57.0,11,70,10,2,0
2017,107.0,8,79,7,1,0
2020,5.0,9,37,0,2,0
2019,91.0,12,37,1,1,0
1990,174.0,9,30,12,0,0
2015,155.0,9,30,0,0,0
2012,87.0,14,30,4,1,0
2015,6.0,9,80,30,2,1
2020,77.0,11,71,27,1,0
2008,142.0,9,30,7,0,0
1984,170.0,9,30,0,0,0
1998,165.0,9,30,7,0,0
1980,161.0,9,30,0,0,0
2013,144.0,9,30,7,0,0
1993,149.0,9,30,0,0,0
2014,135.0,9,30,7,0,0
2020,1.0,11,80,8,2,1
2014,131.0,9,30,7,0,0
2005,126.0,9,30,13,0,0
2006,192.0,9,30,12,0,0
2001,209.0,9,30,12,0,0
2003,187.0,9,30,7,0,0
2016,138.0,9,30,7,0,0
1998,185.0,9,30,7,0,0
2015,143.0,9,30,7,0,0
2020,3.0,11,79,3,2,1
2014,97.0,14,30,4,1,0
1987,172.0,9,30,0,0,0
2019,3.0,14,81,2,2,1
1986,6.0,9,37,2,2,1
2020,103.0,11,30,12,1,0
2020,2.0,11,79,3,2,1
2020,1.0,11,80,30,2,1
2017,83.0,10,48,4,1,0
2010,107.0,8,80,12,1,0
2020,3.0,11,79,3,2,1
2014,114.0,9,30,7,1,0
2020,2.0,9,13,16,2,1
2018,93.0,8,80,13,1,0
2020,85.0,14,30,4,1,0
2019,1.0,10,30,17,2,1
2019,1.0,14,81,17,2,1
2020,85.0,11,80,27,1,0
2016,131.0,6,80,4,0,0
2017,101.0,11,11,12,1,0
2019,107.0,11,30,12,1,0
2018,84.0,9,80,35,1,0
2019,104.0,8,11,10,1,0
2019,1.0,13,81,17,2,1
2020,160.0,9,30,7,0,0
2020,1.0,11,68,8,2,1
2019,103.0,8,80,0,1,0
2020,46.0,13,80,4,2,0
2019,2.0,11,80,8,2,1
2019,1.0,11,30,16,2,1
2020,112.0,11,30,7,1,0
2020,3.0,11,80,8,2,1
2020,83.0,11,11,0,1,0
2019,72.0,9,11,10,1,0
2020,24.0,13,11,4,2,0
2020,104.0,11,80,12,1,0
2020,1.0,11,81,16,2,1
2019,72.0,13,28,4,1,0
2020,2.0,11,81,2,2,1
2019,113.0,11,75,12,1,0
2020,21.0,10,23,10,2,0
2020,1.0,11,23,16,2,1
2019,100.0,6,80,4,1,0
2020,108.0,8,80,10,1,0
2018,99.0,11,28,12,1,0
2020,104.0,11,70,14,1,0
2020,70.0,11,80,27,1,0
2020,1.0,11,3,8,2,1
2020,1.0,9,74,16,2,1
2020,2.0,13,81,17,2,1
2020,93.0,9,1,10,1,0
2020,2.0,14,81,17,2,1
2020,2.0,14,80,2,2,1
2017,95.0,9,45,12,1,0
2020,4.0,12,80,17,2,1
2020,1.0,11,80,31,2,1
2020,1.0,11,30,8,2,1
2020,1.0,9,79,3,2,1
2020,1.0,12,79,3,2,1
2020,1.0,11,80,8,2,1
2020,109.0,11,35,12,1,0
2020,1.0,11,21,16,2,1
2019,91.0,8,80,14,1,0
2020,75.0,11,37,0,1,0
2020,100.0,9,61,7,1,0
2017,95.0,8,80,12,1,0
2020,1.0,11,71,16,2,1
2017,113.0,6,37,1,1,0
2019,1.0,11,48,8,2,1
2016,91.0,9,79,10,1,0
2020,62.0,11,80,27,1,0
2020,1.0,14,79,3,2,1
2018,1.0,11,80,11,2,1
2014,93.0,8,80,7,1,0
2019,135.0,9,30,15,0,0
2019,23.0,13,81,4,2,0
2019,23.0,13,81,4,2,0
2019,1.0,11,80,11,2,1
2019,23.0,13,81,4,2,0
2020,101.0,11,30,7,1,0
2020,1.0,9,80,11,2,1
2018,98.0,9,67,7,1,0
2020,1.0,11,51,16,2,1
2020,103.0,12,2,4,1,0
2019,106.0,11,80,12,1,0
2020,2.0,11,68,16,2,1
2020,95.0,8,80,12,1,0
2019,132.0,9,76,12,0,0
2020,1.0,11,29,8,2,1
2020,2.0,11,80,8,2,1
2020,3.0,9,80,23,2,1
2020,1.0,11,7,16,2,1
2020,82.0,14,11,4,1,0
2020,71.0,11,80,27,1,0
2020,16.0,12,52,4,2,0
2017,104.0,11,81,7,1,0
2017,79.0,11,67,12,1,0
2020,120.0,11,30,12,0,0
2019,82.0,11,21,12,1,0
2019,115.0,11,80,10,1,0
2020,111.0,8,80,0,1,0
2020,110.0,11,70,15,1,0
2020,2.0,11,80,11,2,1
2016,121.0,12,50,12,0,0
2020,162.0,9,81,0,0,0
2020,1.0,13,30,17,2,1
2019,108.0,11,75,7,1,0
2010,186.0,11,59,12,0,0
2019,116.0,11,80,10,1,0
2005,154.0,8,59,12,0,0
2016,4.0,9,70,16,2,1
2018,105.0,8,80,14,1,0
2019,71.0,13,7,4,1,0
2020,61.0,11,80,27,1,0
2019,133.0,9,30,12,0,0
2019,98.0,11,67,12,1,0
2011,119.0,8,79,12,1,0
2020,61.0,11,80,27,1,0
2014,1.0,9,37,2,2,1
2020,3.0,11,23,8,2,1
2019,130.0,9,30,7,0,0
2020,1.0,13,81,17,2,1
2019,11.0,13,81,4,2,0
2016,87.0,11,80,12,1,0
2011,127.0,6,79,4,0,0
2016,87.0,9,80,7,1,0
2017,88.0,9,67,12,1,0
2007,158.0,8,80,12,0,0
2020,82.0,9,81,12,1,0
2018,93.0,11,21,10,1,0
2019,90.0,11,79,10,1,0
2020,109.0,11,80,12,1,0
2019,2.0,9,14,16,2,1
2019,72.0,9,30,27,1,0
2020,1.0,11,67,16,2,1
2019,1.0,11,70,8,2,1
2020,1.0,11,45,16,2,1
2020,162.0,9,30,0,0,0
2020,2.0,11,80,8,2,1
2020,1.0,11,37,16,2,1
2019,98.0,14,37,1,1,0
2020,1.0,9,61,34,2,1
2016,103.0,9,50,12,1,0
2015,97.0,11,50,12,1,0
2020,1.0,11,80,30,2,1
2015,94.0,11,50,7,1,0
2016,101.0,11,50,12,1,0
2020,1.0,11,80,8,2,1
2015,138.0,11,81,12,0,0
2014,109.0,9,50,15,1,0
2020,50.0,11,80,27,2,0
2019,110.0,12,80,4,1,0
2020,1.0,9,68,16,2,1
2019,92.0,11,80,13,1,0
2018,1.0,11,11,8,2,1
2020,1.0,11,80,30,2,1
2020,1.0,11,68,16,2,1
2020,1.0,10,81,16,2,1
2020,1.0,11,1,8,2,1
2020,120.0,11,23,12,0,0
2019,101.0,9,30,15,1,0
2020,116.0,8,80,12,1,0
2020,117.0,11,30,12,1,0
2012,95.0,12,67,7,1,0
2020,1.0,11,7,16,2,1
2018,93.0,12,59,4,1,0
2008,1.0,12,80,17,2,1
2015,122.0,8,21,12,0,0
