type,release_year,rating,duration,country,cluster
1,2020,12,1.0,603,0
1,2020,10,3.0,58,0
0,2020,13,104.0,603,1
1,2020,12,1.0,435,0
0,2020,13,17.0,603,0
0,2019,12,121.0,150,2
0,2020,10,100.0,2,1
1,2020,10,1.0,603,0
1,2020,10,1.0,603,0
0,2020,15,70.0,736,3
0,2019,9,97.0,603,1
0,2017,13,75.0,368,3
0,2020,13,102.0,272,1
1,2020,15,2.0,603,0
0,2018,13,88.0,272,1
0,2012,8,158.0,589,2
0,2014,8,102.0,721,1
1,2020,12,2.0,435,0
1,2016,13,1.0,736,0
1,2020,12,5.0,134,0
1,2014,10,2.0,412,0
0,2009,13,203.0,251,2
1,2020,12,4.0,45,0
0,2020,11,59.0,736,3
0,2020,15,92.0,58,1
0,2018,12,104.0,699,1
0,2020,14,72.0,506,3
0,2020,9,113.0,603,1
1,2020,12,1.0,603,0
1,2020,12,1.0,121,0
1,2014,15,4.0,603,0
1,2018,15,1.0,319,0
0,2019,12,93.0,162,1
0,2016,9,119.0,589,1
0,2012,12,105.0,643,1
1,2020,12,1.0,603,0
0,2020,10,113.0,251,1
0,2014,7,93.0,603,1
0,2020,12,44.0,603,3
1,2020,11,1.0,603,0
1,2019,12,2.0,319,0
0,2020,8,110.0,603,1
0,2018,10,113.0,736,1
1,2016,10,1.0,368,0
0,2020,9,90.0,629,1
0,2020,12,82.0,212,3
1,2020,12,3.0,444,0
1,2020,12,3.0,736,0
1,2020,13,1.0,212,0
0,2018,10,69.0,603,3
0,2020,14,46.0,603,3
1,2020,13,1.0,603,0
1,2020,15,1.0,603,0
1,2020,14,1.0,603,0
0,2020,10,94.0,603,1
1,2016,15,5.0,58,0
0,2020,13,72.0,737,3
1,2020,12,3.0,148,0
0,2020,10,95.0,162,1
0,2019,10,101.0,736,1
1,2020,10,1.0,603,0
0,2020,14,21.0,736,0
0,2020,11,71.0,603,3
1,2020,13,1.0,45,0
0,2020,12,64.0,603,3
1,2020,12,1.0,603,0
0,2020,12,92.0,603,1
0,2017,9,80.0,603,3
1,2000,13,6.0,603,0
1,2020,11,1.0,58,0
1,2014,10,1.0,319,0
0,2020,9,104.0,603,1
0,2020,14,25.0,58,0
1,2018,11,1.0,58,0
0,2017,9,111.0,497,1
1,2008,10,1.0,319,0
1,2020,14,2.0,603,0
0,2020,12,72.0,736,3
0,2018,9,99.0,58,1
1,2020,13,1.0,506,0
0,2020,14,83.0,212,3
0,2020,12,150.0,251,2
0,2020,12,108.0,426,1
0,2020,11,44.0,603,3
1,2020,13,3.0,603,0
1,2020,10,2.0,621,0
0,2017,12,102.0,386,1
1,2020,15,1.0,603,0
0,2020,12,137.0,251,2
1,2020,12,1.0,736,0
0,2016,12,112.0,368,1
0,2019,12,102.0,352,1
0,2020,12,103.0,46,1
0,2020,12,136.0,394,2
0,2020,13,41.0,603,3
0,2019,12,88.0,603,1
1,2020,12,5.0,603,0
0,2020,12,84.0,603,3
1,2019,12,10.0,603,0
0,2020,10,114.0,251,1
0,2020,10,110.0,105,1
0,2016,12,103.0,251,1
0,2020,15,106.0,114,1
0,2020,14,46.0,603,3
0,2019,12,115.0,368,1
0,2020,12,140.0,458,2
0,2020,12,124.0,319,2
1,2020,11,1.0,444,0
0,2020,10,133.0,589,2
1,2015,10,1.0,603,0
0,2020,15,91.0,435,1
0,2019,13,30.0,426,0
1,2020,12,1.0,603,0
1,2020,12,3.0,370,0
0,2019,12,67.0,603,3
0,2019,12,105.0,241,1
0,2020,12,58.0,506,3
1,2020,13,1.0,736,0
1,2017,12,1.0,506,0
0,2018,10,87.0,168,1
1,2019,14,1.0,162,0
1,2018,12,1.0,15,0
1,2020,12,1.0,508,0
0,2020,9,100.0,603,1
1,2020,10,2.0,603,0
1,2020,12,1.0,45,0
0,2019,12,95.0,368,1
0,2020,10,90.0,603,1
0,2018,12,102.0,165,1
0,2019,10,98.0,368,1
1,2020,12,1.0,342,0
0,2020,15,68.0,736,3
1,2020,12,1.0,603,0
1,2016,14,2.0,37,0
0,2018,10,104.0,368,1
0,2020,12,89.0,302,1
1,2020,12,1.0,603,0
0,2020,12,62.0,15,3
0,2020,12,86.0,162,1
0,2016,12,104.0,426,1
1,2020,10,1.0,45,0
1,2020,13,1.0,603,0
0,2018,10,101.0,150,1
0,2020,10,17.0,603,0
1,2020,15,1.0,603,0
0,2020,9,126.0,603,2
1,2019,12,1.0,38,0
0,2019,11,120.0,736,1
1,2020,12,1.0,319,0
1,2020,12,4.0,492,0
1,2020,10,1.0,435,0
0,2018,9,89.0,363,1
0,2020,10,96.0,603,1
1,2020,12,1.0,15,0
0,2018,9,91.0,603,1
0,2012,7,86.0,643,1
0,2020,12,67.0,736,3
0,2019,12,89.0,632,1
0,2020,12,65.0,736,3
0,2012,10,151.0,251,2
0,2011,10,116.0,251,1
0,2012,10,110.0,251,1
0,2013,12,123.0,251,2
0,2013,10,139.0,251,2
0,2016,12,95.0,251,1
0,2013,10,121.0,251,2
0,2015,13,127.0,251,2
0,2015,10,162.0,251,2
0,2015,10,128.0,251,2
0,2014,10,112.0,251,1
1,2020,12,1.0,488,0
0,2013,12,125.0,251,2
0,2013,10,128.0,251,2
0,2014,13,120.0,251,1
0,2011,12,86.0,251,1
0,2014,12,107.0,251,1
0,2012,13,129.0,251,2
0,2014,10,135.0,251,2
0,2019,12,97.0,603,1
0,2019,10,125.0,251,2
0,2012,10,162.0,251,2
0,2015,12,136.0,251,2
0,2014,12,138.0,251,2
0,2011,12,126.0,251,2
0,2013,13,137.0,251,2
0,2011,10,114.0,251,1
0,2013,10,96.0,251,1
1,2020,15,2.0,251,0
1,2019,12,6.0,444,0
0,2020,12,107.0,603,1
0,2020,12,89.0,276,1
0,2017,8,94.0,477,1
1,2020,12,1.0,319,0
1,2020,13,1.0,603,0
1,2020,11,1.0,603,0
0,2019,12,148.0,235,2
1,1993,11,1.0,603,0
0,2020,12,82.0,45,3
1,2020,12,1.0,603,0
0,2019,10,95.0,302,1
1,2019,12,1.0,506,0
1,2016,12,1.0,483,0
1,2019,14,1.0,621,0
0,2020,12,120.0,444,1
0,2015,12,115.0,492,1
0,2019,12,107.0,58,1
0,1999,9,105.0,658,1
0,2014,12,134.0,492,2
1,2020,10,1.0,603,0
0,2007,8,128.0,589,2
0,2019,12,103.0,603,1
0,2019,10,96.0,453,1
0,1990,9,114.0,690,1
1,2004,14,1.0,162,0
0,2020,12,102.0,302,1
1,2020,10,1.0,319,0
0,2020,12,52.0,603,3
1,2020,12,1.0,101,0
0,2011,10,86.0,571,1
0,2020,11,104.0,272,1
0,2019,12,76.0,368,3
0,2019,10,135.0,736,2
1,2020,12,3.0,228,0
0,2020,7,99.0,15,1
1,2020,12,1.0,121,0
0,2020,8,124.0,603,2
1,2020,12,1.0,603,0
0,2019,10,117.0,368,1
0,2016,12,107.0,388,1
0,2019,12,111.0,251,1
0,2019,10,116.0,736,1
0,2019,10,135.0,251,2
1,2020,11,1.0,435,0
0,2020,12,126.0,251,2
0,2015,10,164.0,251,2
0,2006,10,166.0,251,2
0,2020,8,104.0,603,1
0,2020,12,94.0,251,1
1,2020,13,1.0,506,0
0,2020,12,92.0,96,1
0,2020,12,52.0,603,3
1,2020,10,2.0,603,0
0,2020,10,112.0,251,1
0,2017,13,90.0,368,1
1,2020,12,1.0,435,0
0,2017,9,101.0,603,1
0,2019,12,84.0,368,3
1,2020,10,2.0,603,0
0,2020,12,112.0,251,1
0,1997,10,136.0,180,2
0,2020,12,108.0,603,1
0,2020,11,110.0,603,1
1,2020,13,1.0,603,0
0,2020,12,93.0,162,1
1,2020,12,2.0,45,0
0,2020,12,90.0,492,1
0,1994,10,130.0,154,2
1,2020,12,2.0,603,0
0,2020,12,128.0,172,2
0,2020,13,104.0,319,1
0,1979,12,131.0,151,2
0,1989,12,109.0,180,1
0,1982,12,129.0,150,2
0,1958,10,73.0,150,3
0,1956,10,104.0,150,1
0,2020,13,48.0,736,3
0,2019,10,114.0,388,1
0,2020,11,86.0,488,1
0,1963,12,194.0,150,2
0,2010,12,76.0,328,3
0,1954,10,116.0,150,2
0,1970,12,130.0,150,2
0,2014,7,85.0,80,1
1,2020,12,2.0,603,0
0,2018,9,108.0,589,1
0,2020,13,81.0,603,3
0,2012,10,76.0,369,3
0,2016,8,92.0,603,1
1,2015,13,2.0,603,0
0,2019,12,85.0,589,1
0,2013,7,85.0,9,1
0,2019,10,108.0,338,1
0,2019,12,120.0,368,1
1,2020,11,4.0,603,0
0,2020,10,117.0,251,1
1,2020,10,6.0,603,0
0,2020,10,100.0,272,1
0,2020,12,101.0,251,1
0,2020,9,156.0,603,2
1,2020,12,2.0,736,0
1,2020,12,4.0,644,0
1,2020,12,1.0,212,0
0,2020,12,55.0,603,3
0,2018,7,96.0,319,1
1,2002,10,4.0,319,0
1,2020,12,1.0,342,0
1,2020,12,1.0,396,0
0,2014,12,104.0,501,1
0,2008,10,101.0,412,1
1,2020,12,1.0,302,0
1,2020,10,5.0,603,0
1,2020,12,1.0,603,0
0,2009,9,113.0,603,1
1,2018,12,1.0,435,0
1,2020,12,1.0,45,0
0,2018,12,126.0,435,2
0,2017,8,98.0,603,1
0,2020,12,114.0,394,1
0,2020,10,132.0,251,2
0,2018,10,92.0,251,1
1,2018,12,4.0,692,0
0,2020,9,90.0,603,1
1,2020,12,4.0,603,0
0,2016,10,86.0,150,1
0,2014,8,103.0,603,1
0,2020,10,114.0,251,1
0,2019,12,115.0,368,1
1,2020,10,5.0,603,0
1,2019,10,15.0,621,0
0,2020,12,149.0,603,2
0,2010,12,96.0,736,1
1,2020,12,3.0,319,0
0,2017,10,102.0,492,1
0,2017,12,105.0,492,1
0,2007,12,114.0,150,1
0,2017,9,94.0,603,1
0,2020,11,83.0,603,3
1,2019,10,1.0,736,0
0,2008,10,106.0,150,1
0,2006,10,116.0,150,1
0,2006,10,109.0,150,1
0,2009,10,97.0,736,1
0,2012,12,100.0,150,1
0,2008,10,116.0,150,1
0,2004,10,111.0,150,1
0,2020,14,24.0,58,0
0,2006,13,95.0,415,1
0,2011,10,135.0,150,2
0,2019,12,95.0,150,1
1,1999,15,2.0,319,0
0,2020,10,92.0,251,1
0,2017,11,100.0,748,1
1,2016,12,1.0,435,0
0,2019,13,80.0,499,3
1,2018,12,1.0,319,0
1,2014,12,3.0,319,0
0,2018,7,98.0,322,1
1,2017,12,1.0,435,0
1,2017,12,1.0,435,0
0,2017,9,104.0,603,1
0,2016,10,98.0,550,1
0,2019,10,104.0,406,1
0,2018,13,99.0,499,1
0,2020,12,68.0,251,3
1,2020,12,1.0,603,0
0,1999,12,106.0,180,1
1,2018,12,2.0,279,0
1,2020,12,1.0,319,0
0,2014,10,71.0,499,3
0,2015,10,80.0,499,3
0,2020,12,116.0,2,1
1,2016,11,4.0,15,0
0,2019,12,112.0,350,1
0,2020,12,73.0,15,3
0,2019,10,110.0,105,1
1,2019,10,5.0,603,0
0,2019,9,135.0,603,2
1,2020,12,1.0,251,0
1,2019,10,3.0,603,0
0,2020,11,128.0,272,2
0,2020,11,93.0,272,1
1,2020,10,1.0,506,0
0,2019,12,149.0,368,2
0,2018,7,54.0,319,3
0,2020,9,87.0,603,1
1,2020,12,2.0,58,0
0,2018,11,102.0,272,1
0,1981,10,177.0,326,2
0,1996,10,204.0,736,2
0,1982,13,233.0,736,2
0,2019,10,98.0,96,1
1,2020,12,1.0,435,0
0,1979,10,237.0,150,2
0,1984,10,230.0,736,2
0,1985,10,173.0,736,2
0,1981,10,195.0,150,2
0,1973,10,253.0,150,2
0,1976,13,157.0,150,2
0,2010,12,97.0,76,1
0,2020,13,85.0,603,1
1,2020,10,1.0,736,0
0,2014,12,94.0,506,1
0,2010,10,80.0,603,3
0,2020,12,94.0,342,1
1,2020,10,1.0,121,0
0,2020,12,92.0,251,1
0,2006,13,105.0,150,1
0,2009,10,120.0,150,2
0,2012,10,96.0,150,1
0,2007,10,107.0,150,1
0,2008,13,93.0,150,1
0,2009,10,101.0,150,1
1,2020,12,1.0,603,0
1,2020,10,1.0,603,0
0,2006,10,110.0,150,1
0,2004,10,112.0,150,1
0,2012,7,93.0,413,1
0,2005,13,109.0,150,1
0,2019,10,105.0,368,1
1,2020,13,1.0,506,0
1,2020,12,6.0,603,0
0,2019,12,97.0,326,1
1,2009,10,1.0,435,0
1,2009,10,1.0,435,0
1,2007,15,3.0,603,0
0,2017,12,91.0,328,1
0,2019,12,88.0,444,1
1,2020,12,1.0,162,0
1,2019,13,6.0,603,0
1,2020,10,3.0,603,0
1,2014,12,1.0,319,0
1,2020,15,5.0,603,0
1,2020,12,1.0,488,0
1,2019,12,1.0,435,0
1,2015,14,2.0,15,0
1,2020,12,1.0,583,0
0,2018,10,109.0,272,1
0,2019,10,118.0,272,1
0,2018,11,109.0,499,1
0,2020,12,131.0,251,2
0,2017,10,91.0,736,1
0,2018,12,152.0,342,2
0,2018,10,67.0,368,3
0,2018,13,72.0,326,3
0,2012,10,83.0,251,3
0,2020,12,90.0,603,1
0,2019,10,106.0,499,1
1,2020,14,1.0,58,0
0,2020,10,190.0,603,2
0,2010,13,129.0,251,2
0,1994,10,160.0,251,2
1,2019,12,3.0,157,0
0,2020,12,86.0,603,1
1,2020,12,1.0,603,0
0,2020,9,92.0,603,1
0,2020,12,114.0,302,1
1,2020,12,2.0,603,0
1,2020,10,2.0,58,0
1,2020,12,1.0,552,0
1,2020,15,2.0,58,0
0,2016,10,90.0,499,1
0,2019,10,94.0,326,1
1,2020,12,2.0,105,0
0,2018,13,86.0,272,1
0,2020,7,89.0,603,1
0,2020,12,107.0,736,1
0,2020,13,61.0,603,3
0,2019,7,93.0,269,1
0,2020,11,81.0,45,3
0,2019,10,120.0,251,1
1,2020,12,1.0,2,0
0,2019,8,94.0,603,1
0,2020,10,91.0,121,1
1,2015,13,1.0,736,0
1,2020,13,1.0,736,0
0,2019,7,104.0,603,1
0,2013,10,76.0,603,3
0,2020,7,90.0,603,1
0,2020,9,103.0,603,1
1,2015,13,1.0,736,0
1,2009,10,1.0,603,0
0,2020,9,122.0,603,2
0,2018,12,97.0,603,1
0,2019,12,98.0,165,1
0,2020,14,42.0,603,3
1,2020,12,1.0,603,0
0,2013,12,90.0,603,1
0,2008,7,91.0,603,1
1,2019,14,4.0,407,0
0,2012,10,94.0,426,1
1,2019,12,3.0,315,0
1,2014,13,1.0,319,0
0,2020,12,107.0,251,1
1,2020,11,1.0,58,0
0,2020,12,143.0,251,2
1,2019,12,1.0,30,0
0,2020,8,105.0,603,1
0,2007,9,116.0,603,1
0,2020,14,23.0,736,0
0,2020,14,23.0,736,0
0,2020,14,23.0,736,0
0,2003,7,105.0,718,1
0,2020,10,97.0,603,1
1,2020,10,1.0,319,0
1,2019,12,7.0,691,0
1,2019,13,5.0,621,0
0,2020,10,105.0,45,1
1,2020,12,1.0,319,0
1,2020,12,1.0,483,0
0,2020,10,83.0,603,3
0,2016,13,109.0,492,1
1,2020,12,1.0,435,0
0,2019,10,111.0,368,1
0,2020,12,97.0,603,1
1,2020,11,1.0,506,0
0,2019,10,132.0,251,2
1,2017,12,2.0,426,0
0,2006,12,102.0,492,1
0,2016,12,107.0,495,1
0,2008,12,100.0,150,1
0,2011,10,115.0,492,1
0,2016,12,104.0,492,1
0,2017,12,110.0,313,1
0,2016,12,100.0,492,1
0,2010,12,111.0,736,1
0,2009,10,108.0,492,1
0,2005,10,104.0,492,1
0,2019,8,116.0,603,1
0,2012,10,106.0,150,1
0,2019,10,96.0,402,1
0,2020,12,140.0,251,2
0,2020,12,107.0,251,1
1,2020,13,1.0,603,0
1,2020,12,4.0,506,0
0,2020,10,138.0,251,2
0,2010,12,132.0,150,2
1,2017,10,1.0,435,0
0,2005,12,208.0,599,2
0,2006,10,105.0,150,1
0,2011,8,101.0,171,1
0,2010,10,124.0,150,2
0,2009,10,93.0,150,1
0,2008,10,110.0,150,1
0,2009,10,115.0,150,1
1,2019,10,1.0,736,0
1,2020,12,2.0,506,0
1,2011,13,1.0,736,0
0,2019,10,107.0,251,1
1,2020,12,1.0,492,0
0,2020,12,72.0,251,3
1,2020,10,1.0,322,0
0,2016,11,107.0,272,1
0,2019,10,95.0,272,1
1,2020,12,3.0,342,0
0,2019,10,180.0,272,2
0,2020,12,135.0,435,2
1,2020,13,1.0,603,0
0,2020,12,87.0,603,1
0,2018,12,94.0,394,1
0,2019,12,105.0,368,1
0,2019,12,93.0,444,1
0,2020,7,92.0,94,1
1,2020,10,1.0,506,0
1,2006,10,5.0,319,0
1,2020,12,1.0,603,0
1,2018,12,1.0,401,0
1,2020,12,1.0,603,0
1,2020,12,1.0,603,0
0,2020,10,144.0,251,2
1,2019,14,1.0,251,0
1,2020,10,1.0,435,0
1,2020,12,1.0,603,0
0,2018,12,101.0,492,1
0,2020,12,81.0,165,3
1,2020,12,2.0,342,0
1,2020,12,1.0,251,0
0,2020,12,95.0,212,1
0,2020,9,119.0,603,1
0,2019,12,121.0,458,2
0,2019,12,88.0,738,1
1,2020,12,2.0,162,0
1,2020,12,3.0,296,0
0,2016,8,106.0,730,1
0,2015,7,119.0,603,1
0,2020,12,63.0,45,3
0,2015,9,82.0,603,3
0,2019,11,95.0,492,1
0,2018,10,93.0,388,1
0,2019,13,120.0,251,1
1,2020,12,1.0,603,0
0,2020,12,147.0,251,2
0,2020,12,55.0,603,3
0,2018,10,107.0,368,1
0,2018,10,92.0,368,1
0,2019,10,85.0,603,1
0,2019,12,98.0,58,1
1,2020,12,1.0,603,0
0,2020,12,92.0,605,1
0,2020,12,101.0,561,1
0,2019,12,112.0,162,1
0,2020,11,103.0,603,1
1,2019,12,1.0,302,0
0,2020,7,91.0,603,1
1,2019,10,2.0,319,0
1,2020,12,1.0,736,0
0,2019,12,96.0,388,1
0,2010,7,104.0,603,1
0,2017,12,66.0,603,3
0,2019,12,83.0,603,3
0,2017,9,111.0,603,1
0,2019,12,90.0,603,1
0,2017,9,121.0,288,2
0,2019,9,121.0,603,2
1,2013,12,2.0,96,0
0,2020,12,88.0,603,1
1,2019,10,2.0,603,0
0,2020,12,57.0,444,3
0,2017,9,107.0,533,1
0,2020,10,5.0,319,0
0,2019,13,91.0,319,1
0,1990,10,174.0,251,2
0,2015,10,155.0,271,2
0,2012,15,87.0,251,1
1,2015,10,6.0,603,0
0,2020,12,77.0,470,3
0,2008,10,142.0,271,2
0,1984,10,170.0,251,2
0,1998,10,165.0,251,2
0,1980,10,161.0,251,2
0,2013,10,144.0,251,2
0,1993,10,149.0,251,2
0,2014,10,135.0,251,2
1,2020,12,1.0,603,0
0,2014,10,131.0,251,2
0,2005,10,126.0,251,2
0,2006,10,192.0,251,2
0,2001,10,209.0,251,2
0,2003,10,187.0,251,2
0,2016,10,138.0,251,2
0,1998,10,185.0,251,2
0,2015,10,143.0,251,2
1,2020,12,3.0,506,0
0,2014,15,97.0,251,1
0,1987,10,172.0,251,2
1,2019,15,3.0,736,0
1,1986,10,6.0,319,0
0,2020,12,103.0,251,1
1,2020,12,2.0,506,0
1,2020,12,1.0,603,0
0,2017,11,83.0,360,3
0,2010,9,107.0,603,1
1,2020,12,3.0,506,0
0,2014,10,114.0,251,1
1,2020,10,2.0,105,0
0,2018,9,93.0,603,1
0,2020,15,85.0,251,1
1,2019,11,1.0,251,0
1,2019,15,1.0,736,0
0,2020,12,85.0,603,1
0,2016,7,131.0,603,2
0,2017,12,101.0,58,1
0,2019,12,107.0,251,1
0,2018,10,84.0,603,1
0,2019,9,104.0,86,1
1,2019,14,1.0,736,0
0,2020,10,160.0,251,2
1,2020,12,1.0,435,0
0,2019,9,103.0,603,1
0,2020,14,46.0,603,3
1,2019,12,2.0,603,0
1,2019,12,1.0,251,0
0,2020,12,112.0,251,1
1,2020,12,3.0,603,0
0,2020,12,83.0,58,3
0,2019,10,72.0,58,3
0,2020,14,24.0,58,0
0,2020,12,104.0,603,1
1,2020,12,1.0,736,0
0,2019,14,72.0,247,3
1,2020,12,2.0,736,0
0,2019,12,113.0,488,1
0,2020,11,21.0,212,0
1,2020,12,1.0,212,0
0,2019,7,100.0,603,1
0,2020,9,108.0,603,1
0,2018,12,99.0,247,1
0,2020,12,104.0,444,1
0,2020,12,70.0,603,3
1,2020,12,1.0,33,0
1,2020,10,1.0,484,0
1,2020,14,2.0,736,0
0,2020,10,93.0,2,1
1,2020,15,2.0,736,0
1,2020,15,2.0,686,0
0,2017,10,95.0,342,1
1,2020,13,4.0,603,0
1,2020,12,1.0,603,0
1,2020,12,1.0,251,0
1,2020,10,1.0,506,0
1,2020,13,1.0,506,0
1,2020,12,1.0,603,0
0,2020,12,109.0,302,1
1,2020,12,1.0,162,0
0,2019,9,91.0,603,1
0,2020,12,75.0,322,3
0,2020,10,100.0,412,1
0,2017,9,95.0,603,1
1,2020,12,1.0,470,0
0,2017,7,113.0,319,1
1,2019,12,1.0,354,0
0,2016,10,91.0,506,1
0,2020,12,62.0,603,3
1,2020,15,1.0,598,0
1,2018,12,1.0,603,0
0,2014,9,93.0,603,1
0,2019,10,135.0,251,2
0,2019,14,23.0,736,0
0,2019,14,23.0,736,0
1,2019,12,1.0,603,0
0,2019,14,23.0,736,0
0,2020,12,101.0,251,1
1,2020,10,1.0,603,0
0,2018,10,98.0,426,1
1,2020,12,1.0,370,0
0,2020,13,103.0,15,1
0,2019,12,106.0,603,1
1,2020,12,2.0,442,0
0,2020,9,95.0,603,1
0,2019,10,132.0,492,2
1,2020,12,1.0,249,0
1,2020,12,2.0,603,0
1,2020,10,3.0,603,0
1,2020,12,1.0,50,0
0,2020,15,82.0,86,3
0,2020,12,71.0,603,3
0,2020,13,16.0,383,0
0,2017,12,104.0,736,1
0,2017,12,79.0,426,3
0,2020,12,120.0,251,1
0,2019,12,82.0,162,3
0,2019,12,115.0,603,1
0,2020,9,111.0,603,1
0,2020,12,110.0,444,1
1,2020,12,2.0,603,0
0,2016,13,121.0,368,2
0,2020,10,162.0,736,2
1,2020,14,1.0,251,0
0,2019,12,108.0,488,1
0,2010,12,186.0,404,2
0,2019,12,116.0,603,1
0,2005,9,154.0,402,2
1,2016,10,4.0,444,0
0,2018,9,105.0,621,1
0,2019,14,71.0,45,3
0,2020,12,61.0,603,3
0,2019,10,133.0,251,2
0,2019,12,98.0,426,1
0,2011,9,119.0,506,1
0,2020,12,61.0,603,3
1,2014,10,1.0,319,0
1,2020,12,3.0,212,0
0,2019,10,130.0,251,2
1,2020,14,1.0,736,0
0,2019,14,11.0,736,0
0,2016,12,87.0,603,1
0,2011,7,127.0,594,2
0,2016,10,87.0,603,1
0,2017,10,88.0,426,1
0,2007,9,158.0,603,2
0,2020,10,82.0,736,3
0,2018,12,93.0,162,1
0,2019,12,90.0,520,1
0,2020,12,109.0,603,1
1,2019,10,2.0,121,0
0,2019,10,72.0,251,3
1,2020,12,1.0,426,0
1,2019,12,1.0,444,0
1,2020,12,1.0,342,0
0,2020,10,162.0,251,2
1,2020,12,2.0,603,0
1,2020,12,1.0,319,0
0,2019,15,98.0,319,1
1,2020,10,1.0,412,0
0,2016,10,103.0,368,1
0,2015,12,97.0,368,1
1,2020,12,1.0,603,0
0,2015,12,94.0,368,1
0,2016,12,101.0,368,1
1,2020,12,1.0,603,0
0,2015,12,138.0,736,2
0,2014,10,109.0,368,1
0,2020,12,50.0,603,3
0,2019,13,110.0,603,1
1,2020,10,1.0,435,0
0,2019,12,92.0,603,1
1,2018,12,1.0,58,0
1,2020,12,1.0,603,0
1,2020,12,1.0,435,0
1,2020,11,1.0,736,0
1,2020,12,1.0,2,0
0,2020,12,120.0,212,1
0,2019,10,101.0,251,1
0,2020,9,116.0,603,1
0,2020,12,117.0,251,1
0,2012,13,95.0,426,1
1,2020,12,1.0,45,0
0,2018,13,93.0,405,1
1,2008,13,1.0,603,0
0,2015,9,122.0,192,2
0,2019,12,102.0,603,1
0,2015,9,96.0,603,1
1,2017,12,1.0,368,0
0,2016,9,93.0,603,1
0,2016,8,93.0,603,1
0,2017,14,72.0,736,3
1,2017,14,1.0,128,0
0,2019,3,87.0,534,1
0,2019,12,95.0,388,1
0,2017,12,33.0,394,0
0,2020,12,113.0,212,1
0,2010,13,118.0,426,1
0,2019,10,171.0,251,2
1,2020,12,1.0,251,0
0,2018,10,100.0,368,1
0,2019,13,103.0,319,1
1,2021,12,1.0,603,0
1,2020,12,2.0,350,0
1,2019,10,1.0,736,0
1,2019,12,1.0,488,0
0,2015,13,86.0,426,1
0,2020,10,102.0,603,1
1,2018,14,2.0,603,0
0,2020,15,81.0,603,3
0,2017,9,101.0,603,1
0,2020,13,73.0,342,3
0,2019,10,96.0,272,1
1,2018,12,4.0,603,0
0,2018,12,106.0,603,1
0,2019,8,88.0,700,1
0,2019,12,103.0,396,1
0,2019,10,139.0,251,2
0,2018,10,89.0,235,1
1,2020,14,2.0,603,0
1,2018,10,2.0,368,0
0,2020,9,104.0,603,1
0,2019,10,124.0,251,2
1,2020,10,1.0,86,0
1,2020,10,1.0,736,0
0,2017,9,112.0,603,1
1,2020,12,1.0,603,0
1,2020,12,1.0,319,0
0,2014,10,70.0,325,3
1,2019,10,8.0,603,0
1,2020,12,1.0,603,0
0,2020,12,106.0,603,1
0,2020,8,97.0,603,1
0,2019,7,106.0,603,1
0,2020,10,60.0,603,3
1,2020,13,3.0,603,0
0,2019,10,148.0,251,2
0,2020,12,122.0,444,2
0,2016,12,86.0,603,1
0,1994,10,193.0,251,2
1,2015,12,1.0,319,0
1,2020,12,1.0,435,0
0,2017,9,92.0,603,1
0,2018,8,94.0,79,1
1,2019,15,5.0,201,0
0,2019,11,82.0,354,3
0,2020,13,59.0,506,3
1,2014,12,1.0,319,0
1,2018,10,1.0,319,0
1,2014,14,1.0,603,0
0,2019,12,89.0,603,1
0,1999,11,176.0,251,2
0,2020,12,116.0,319,1
1,2020,12,2.0,342,0
0,2016,12,86.0,162,1
0,2017,10,93.0,368,1
1,2020,12,1.0,302,0
0,2020,12,85.0,603,1
1,2020,12,2.0,444,0
1,2019,10,1.0,319,0
0,2009,12,62.0,603,3
1,2020,12,1.0,506,0
1,2020,10,1.0,603,0
0,2018,12,112.0,165,1
1,2020,10,1.0,736,0
1,2020,13,1.0,506,0
1,2020,12,1.0,45,0
0,2020,10,121.0,251,2
0,2019,10,133.0,251,2
0,2020,12,76.0,251,3
0,2017,7,82.0,603,3
0,2019,12,156.0,483,2
0,2015,12,90.0,426,1
1,2020,12,1.0,736,0
1,2017,10,2.0,368,0
1,2020,12,1.0,603,0
1,2020,12,8.0,603,0
0,2020,13,97.0,603,1
0,2020,12,51.0,342,3
1,2020,12,1.0,603,0
1,2020,10,2.0,319,0
1,2020,10,1.0,487,0
1,2020,10,1.0,603,0
1,2019,12,1.0,603,0
0,2004,12,98.0,739,1
0,2020,12,61.0,603,3
0,2019,10,116.0,251,1
1,2011,13,1.0,603,0
0,2019,10,132.0,251,2
0,2020,10,17.0,603,0
0,2013,9,91.0,725,1
0,2020,12,121.0,603,2
1,2020,12,1.0,354,0
1,2020,12,4.0,58,0
1,2020,10,1.0,212,0
1,2019,13,2.0,603,0
0,2019,10,78.0,603,3
1,2020,10,1.0,105,0
0,2011,7,95.0,650,1
0,2019,12,86.0,603,1
0,2015,9,132.0,542,2
0,2019,10,107.0,319,1
1,2008,10,1.0,319,0
0,2015,9,122.0,589,2
0,2018,10,95.0,251,1
0,2019,12,108.0,456,1
1,2020,12,1.0,603,0
0,2017,9,99.0,31,1
0,2019,12,103.0,603,1
0,2020,12,66.0,603,3
1,2018,14,1.0,162,0
0,2019,12,132.0,394,2
1,2020,11,1.0,736,0
0,2018,10,56.0,603,3
0,2019,12,128.0,251,2
1,2020,10,1.0,603,0
1,2019,12,1.0,506,0
1,2020,15,4.0,603,0
1,2020,12,1.0,251,0
